"","0.1","0.5","0.9"
"0.1",0.746,0.84,0.856
"0.2",0.707333333333333,0.794666666666666,0.817333333333333
"0.3",0.679333333333333,0.726666666666667,0.780666666666667
"0.4",0.667333333333333,0.677333333333333,0.688666666666666
"0.5",0.674666666666667,0.598,0.687333333333333
"0.6",0.616666666666667,0.596,0.605333333333334
"0.7",0.619333333333333,0.581333333333333,0.566
"0.8",0.64,0.574666666666667,0.579333333333333
"0.9",0.614,0.568,0.526
